stimulus_id,eval_artwork_no,block_id,artwork_id,artist_ko,title_ko,condition,condition_name_internal,blind_label_for_participant,presentation_order,script_text,script_length_chars,estimated_duration_sec,audio_file_suggested
S16_sensedocent,EW_16,A,CEZA_001,폴 세잔,사과 바구니,sensedocent,SenseDocent 감각 전환형,설명 2,2,"지금부터 폴 세잔의 1893년경 작품, '사과 바구니'에 대한 설명을 듣겠습니다. 화면에는 식탁 위에 사과와 바구니, 접시와 천이 배치되어 있습니다. 물건들은 완벽한 원근보다 약간씩 어긋난 각도로 놓여 안정과 불안정이 함께 보입니다. 처음에는 큰 덩어리인 기울어진 식탁부터 떠올린 뒤, 사과와 바구니를 하나씩 더하면 화면의 방향과 무게가 자연스럽게 정리됩니다. 사과들은 둥글고 단단한 작은 돌처럼 손에 묵직하게 잡힙니다. 기울어진 식탁과 접시는 균형이 살짝 어긋난 느낌을 주지만, 각각의 덩어리는 무게를 가지고 제자리에 버티고 있어 조용한 구조감을 만듭니다. 이때 기울어진 식탁은 단단한 구조감과 물체가 놓인 무게감을 만들고, 사과는 손바닥에 올렸을 때 느껴지는 단단한 무게와 둥근 질감을 보태어 장면의 분위기를 완성합니다.",405,73.0,CEZA_001_sensedocent.mp3
S16_docent,EW_16,A,CEZA_001,폴 세잔,사과 바구니,docent,일반 도슨트형,설명 3,3,"지금부터 폴 세잔의 1893년경 작품, '사과 바구니'에 대한 설명을 듣겠습니다. 세잔의 정물화에서 사과와 병, 식탁은 단순한 사물이 아니라 형태와 무게를 탐구하는 대상입니다. 그는 전통적인 원근법을 엄격히 따르기보다 여러 시점을 조금씩 어긋나게 배치해 화면에 긴장을 만들었습니다. 이 작품은 정물을 통해 자연을 원기둥, 구, 원뿔 같은 기본 구조로 파악하려는 세잔의 관심을 보여줍니다. 이 작품은 세잔의 정물 실험 중 가장 잘 알려진 사례 가운데 하나이며, 현재 시카고 아트 인스티튜트에 소장되어 있습니다. 기울어진 탁자와 사물의 덩어리는 세잔이 정물을 통해 회화의 구조와 시점을 실험했음을 보여줍니다.",338,60.9,CEZA_001_docent.mp3
S17_docent,EW_17,B,CEZA_002,폴 세잔,생트 빅투아르 산,docent,일반 도슨트형,설명 1,1,"지금부터 폴 세잔의 1902~1904년경 작품, '생트 빅투아르 산'에 대한 설명을 듣겠습니다. 생트 빅투아르 산은 세잔이 반복해서 그린 중요한 풍경 주제입니다. 그는 산을 순간적인 풍경으로만 보지 않고, 화면 안에서 단단한 구조와 색면의 관계로 해석했습니다. 이 작품을 반복해서 그려진 산과 주변 풍경은 세잔이 자연을 색면과 구조의 관계로 분석하려 했음을 보여줍니다. 같은 산을 반복해서 그린 과정은 이후 근대 회화에서 형태를 단순한 재현이 아니라 구조로 보는 시각에 영향을 주었습니다. 이러한 점에서 '생트 빅투아르 산'는 후기인상주의의 표현 방식과 풍경화의 주제 의식을 함께 살펴볼 수 있는 작품입니다.",340,61.3,CEZA_002_docent.mp3
S17_caption,EW_17,B,CEZA_002,폴 세잔,생트 빅투아르 산,caption,일반 캡션형,설명 2,2,"지금부터 폴 세잔의 1902~1904년경 작품, '생트 빅투아르 산'에 대한 설명을 듣겠습니다. 화면에는 멀리 있는 산, 나무와 들판, 단순화된 색면이 주요하게 배치되어 있습니다. 화면 위쪽에는 산의 큰 삼각형 형태가 놓이고, 아래쪽에는 들판과 나무, 집들이 작은 면으로 나뉘어 있습니다. 전체는 여러 색면이 쌓인 구조처럼 구성됩니다. 화면 전체를 한꺼번에 상상하기보다 멀리 있는 산을 기준점으로 삼고, 나무와 들판이 붙는 위치를 차례로 더해보면 구도가 또렷해집니다. 산은 화면 뒤쪽 중앙에 낮고 넓게 자리하며, 앞쪽에는 나무와 들판, 건물 형태가 작은 면들로 나뉘어 쌓입니다. 앞쪽의 작은 나무와 집들은 뒤쪽 산의 넓은 덩어리와 대비되어, 화면에 여러 층을 만듭니다.",374,67.4,CEZA_002_caption.mp3
S17_sensedocent,EW_17,B,CEZA_002,폴 세잔,생트 빅투아르 산,sensedocent,SenseDocent 감각 전환형,설명 3,3,"지금부터 폴 세잔의 1902~1904년경 작품, '생트 빅투아르 산'에 대한 설명을 듣겠습니다. 화면 위쪽에는 산의 큰 삼각형 형태가 놓이고, 아래쪽에는 들판과 나무, 집들이 작은 면으로 나뉘어 있습니다. 전체는 여러 색면이 쌓인 구조처럼 구성됩니다. 화면 전체를 한꺼번에 상상하기보다 멀리 있는 산을 기준점으로 삼고, 나무와 들판이 붙는 위치를 차례로 더해보면 구도가 또렷해집니다. 산은 멀리 있지만 가벼운 배경이 아니라 단단한 돌덩이처럼 묵직합니다. 아래쪽 들판의 조각난 면들은 벽돌처럼 차곡차곡 쌓이며, 손으로 누르면 움직이지 않는 안정된 구조의 압력을 전합니다. 멀리 있는 산은 단단한 지형감과 넓게 퍼지는 공간감으로, 나무와 들판은 단단한 지형감과 넓게 퍼지는 공간감으로 바뀌어 다가옵니다.",391,70.5,CEZA_002_sensedocent.mp3
S18_sensedocent,EW_18,C,CEZA_003,폴 세잔,카드놀이 하는 사람들,sensedocent,SenseDocent 감각 전환형,설명 1,1,"지금부터 폴 세잔의 1890~1895년경 작품, '카드놀이 하는 사람들'에 대한 설명을 듣겠습니다. 화면 중앙에는 작은 탁자를 사이에 두고 두 인물이 마주 앉아 있습니다. 두 몸은 좌우에 안정적으로 놓이고, 탁자는 화면의 중심축을 이룹니다. 인물들은 움직이는 사람이기보다 무거운 나무 조각처럼 조용히 자리를 지킵니다. 탁자 위의 카드와 팔의 각도는 낮은 긴장을 만들고, 방 안의 공기는 말수가 적은 침묵처럼 단단하게 굳어 있습니다. 마주 앉은 두 남자는 손끝과 몸으로 느낄 수 있는 구체적인 질감을 떠올리게 하고, 탁자는 단단한 구조감과 물체가 놓인 무게감을 남깁니다. 두 인물의 몸은 묵직한 돌덩이처럼 가라앉고, 카드와 탁자는 낮은 정적을 만들어냅니다.",366,65.9,CEZA_003_sensedocent.mp3
S18_docent,EW_18,C,CEZA_003,폴 세잔,카드놀이 하는 사람들,docent,일반 도슨트형,설명 2,2,"지금부터 폴 세잔의 1890~1895년경 작품, '카드놀이 하는 사람들'에 대한 설명을 듣겠습니다. 세잔의 카드놀이 하는 사람들은 인물의 극적인 감정보다 조용한 자세와 구성의 안정감에 초점을 둔 작품입니다. 테이블을 사이에 둔 인물들은 움직임이 거의 없고, 화면 전체는 단단한 덩어리와 균형으로 조직됩니다. 세잔은 일상 장면을 통해 인물과 사물의 구조적 관계를 탐구했습니다. 세잔은 같은 주제를 다섯 점의 변형으로 제작했으며, 그중 일부는 메트로폴리탄 미술관, 오르세 미술관, 코톨드 갤러리 등에 분산 소장되어 있습니다. 절제된 인물과 단단한 형태는 세잔이 인간 장면까지도 구조적 덩어리와 균형으로 다루었음을 보여줍니다.",347,62.5,CEZA_003_docent.mp3
S18_caption,EW_18,C,CEZA_003,폴 세잔,카드놀이 하는 사람들,caption,일반 캡션형,설명 3,3,"지금부터 폴 세잔의 1890~1895년경 작품, '카드놀이 하는 사람들'에 대한 설명을 듣겠습니다. 화면에는 마주 앉은 두 남자, 탁자, 단순한 배경이 주요하게 배치되어 있습니다. 화면 중앙에는 작은 탁자를 사이에 두고 두 인물이 마주 앉아 있습니다. 두 몸은 좌우에 안정적으로 놓이고, 탁자는 화면의 중심축을 이룹니다. 두 인물의 어깨와 모자는 화면 위쪽 가로선을 만들고, 손과 카드는 탁자 위에서 좁은 가로 띠처럼 모입니다. 배경은 큰 색면 하나로 단순하게 정리되어 두 사람의 윤곽을 또렷하게 드러냅니다. 두 인물은 탁자를 사이에 두고 마주 앉아 있으며, 팔과 카드, 모자는 화면 중앙에 단단한 삼각형 구도를 만듭니다.",348,62.7,CEZA_003_caption.mp3
S19_caption,EW_19,D,PICA_001,파블로 피카소,게르니카,caption,일반 캡션형,설명 1,1,"지금부터 파블로 피카소의 1937년 작품, '게르니카'에 대한 설명을 듣겠습니다. 화면에는 흑백 대비, 비명 지르는 인물과 동물, 각진 파편이 주요하게 배치되어 있습니다. 화면은 가로로 길고, 사람과 동물의 파편화된 몸이 서로 겹쳐 있습니다. 삼각형과 날카로운 선들이 화면 곳곳에서 충돌하며 중앙과 양쪽으로 긴장을 퍼뜨립니다. 왼쪽에는 머리를 든 황소와 우는 어머니, 오른쪽에는 불 속의 인물이 화면 끝에 배치됩니다. 중앙에는 부서진 말과 떨어지는 인물, 그리고 위쪽에 떠 있는 전등 모양이 강한 수직축을 만듭니다. 전체가 거대한 가로 화면 안에서 좌우 양 끝까지 이어집니다. 중앙에는 쓰러진 몸과 말의 형태가 겹쳐 있고, 양쪽에는 팔을 뻗은 인물과 날카로운 삼각형 면들이 화면을 가릅니다.",386,69.5,PICA_001_caption.mp3
S19_docent,EW_19,D,PICA_001,파블로 피카소,게르니카,docent,일반 도슨트형,설명 2,2,"지금부터 파블로 피카소의 1937년 작품, '게르니카'에 대한 설명을 듣겠습니다. 이 작품은 스페인 내전 중 게르니카 폭격에 대한 반응으로 제작된 피카소의 대표적 역사화입니다. 화면에는 사람과 동물의 몸이 분절되고 뒤엉킨 채 나타나며, 전쟁의 폭력과 고통이 강한 흑백 대비로 표현됩니다. 입체주의적 분할과 왜곡은 장면을 안정적으로 보이게 하기보다, 파괴된 세계의 충격을 전달하는 방식으로 작용합니다. 이 작품은 1937년 파리 만국박람회의 스페인관 전시를 위해 제작되었으며, 오랜 망명 끝에 1981년 스페인으로 반환되었고 1992년부터 마드리드 레이나 소피아 미술관에 소장되어 있습니다. 흑백의 대형 화면과 파편화된 인물은 전쟁의 참상을 직접적 서사보다 강한 상징과 구성으로 전달합니다.",385,69.4,PICA_001_docent.mp3
S19_sensedocent,EW_19,D,PICA_001,파블로 피카소,게르니카,sensedocent,SenseDocent 감각 전환형,설명 3,3,"지금부터 파블로 피카소의 1937년 작품, '게르니카'에 대한 설명을 듣겠습니다. 화면은 가로로 길고, 사람과 동물의 파편화된 몸이 서로 겹쳐 있습니다. 삼각형과 날카로운 선들이 화면 곳곳에서 충돌하며 중앙과 양쪽으로 긴장을 퍼뜨립니다. 흑백의 강한 대비는 차갑고 딱딱한 금속판처럼 부딪힙니다. 각진 몸과 벌어진 입들은 비명 소리가 조각난 파편처럼 튀는 느낌을 주고, 화면 전체가 압력에 찌그러진 방처럼 숨 쉴 틈 없는 긴장을 만듭니다. 흑백 대비는 차갑고 날카로운 충격과 단단한 표면이 깨지는 파열감을 남기고, 비명 지르는 인물과 동물은 압력에 짓눌리는 듯한 숨 막힘과 긴장을 더합니다. 부서진 형태들은 차가운 금속 조각처럼 부딪히고, 흑백 대비는 날카로운 압력으로 밀려옵니다.",380,68.5,PICA_001_sensedocent.mp3
S20_docent,EW_20,E,PICA_002,파블로 피카소,아비뇽의 처녀들,docent,일반 도슨트형,설명 1,1,"지금부터 파블로 피카소의 1907년 작품, '아비뇽의 처녀들'에 대한 설명을 듣겠습니다. 이 작품은 피카소가 전통적 인체 표현을 급격히 해체한 초기 현대미술의 전환점으로 평가됩니다. 인물들은 부드러운 곡선보다 각진 면과 날카로운 윤곽으로 구성되고, 배경과 몸의 경계도 불안정합니다. 서구 회화의 원근과 아름다움의 기준을 흔들며, 이후 입체주의로 이어지는 실험의 출발점이 됩니다. 이 작품에서 보이는 가면 같은 얼굴은 아프리카 부족 미술과 이베리아 조각의 시각적 영향을 받은 것으로 평가되며, 현재 뉴욕 현대미술관(MoMA)에 소장되어 있습니다. 인체와 배경을 각진 면으로 해체한 구성은 입체주의의 출발점으로 평가되는 피카소의 급진적 실험을 보여줍니다.",364,65.6,PICA_002_docent.mp3
S20_sensedocent,EW_20,E,PICA_002,파블로 피카소,아비뇽의 처녀들,sensedocent,SenseDocent 감각 전환형,설명 2,2,"지금부터 파블로 피카소의 1907년 작품, '아비뇽의 처녀들'에 대한 설명을 듣겠습니다. 화면에는 다섯 여성의 몸이 정면에 가깝게 배치되어 있습니다. 인체와 배경은 부드럽게 이어지지 않고 날카로운 면들로 나뉘어 서로 밀착됩니다. 다섯 인물의 각진 몸을 따라가면, 인체와 배경이 따로 떨어지지 않고 날카로운 면으로 맞물립니다. 몸의 윤곽은 살결보다 깨진 도자기 조각처럼 날카롭게 느껴집니다. 가면 같은 얼굴과 분절된 배경은 시선을 편안하게 머물지 못하게 하고, 공간 전체가 여러 방향에서 동시에 밀어붙이는 압력을 만듭니다. 각진 몸과 가면 같은 얼굴은 따뜻한 살결보다 차갑고 거친 파편처럼 다가오며, 화면 전체가 한 방향으로 안정되지 않는 압력을 남깁니다.",366,65.9,PICA_002_sensedocent.mp3
S20_caption,EW_20,E,PICA_002,파블로 피카소,아비뇽의 처녀들,caption,일반 캡션형,설명 3,3,"지금부터 파블로 피카소의 1907년 작품, '아비뇽의 처녀들'에 대한 설명을 듣겠습니다. 화면에는 각진 여성 인체, 가면 같은 얼굴, 분절된 배경이 주요하게 배치되어 있습니다. 화면에는 다섯 여성의 몸이 정면에 가깝게 배치되어 있습니다. 인체와 배경은 부드럽게 이어지지 않고 날카로운 면들로 나뉘어 서로 밀착됩니다. 다섯 인물은 화면 전면에 크게 배치되어 있고, 얼굴과 몸은 각진 면으로 나뉩니다. 배경도 천 조각처럼 쪼개져 있습니다. 인물들은 배경과 분리되기보다 같은 각진 면 안에 붙어 있어, 앞뒤 공간이 평평하게 압축되어 보입니다. 인물들의 몸과 배경은 같은 평면 안에서 맞물려, 화면 전체가 조각난 벽면처럼 보입니다.",349,62.9,PICA_002_caption.mp3
S21_sensedocent,EW_21,A,PICA_003,파블로 피카소,우는 여인,sensedocent,SenseDocent 감각 전환형,설명 1,1,"지금부터 파블로 피카소의 1937년 작품, '우는 여인'에 대한 설명을 듣겠습니다. 화면 중앙에는 여인의 얼굴이 크게 놓이고, 손수건과 손이 아래쪽에서 얼굴을 가립니다. 얼굴은 여러 각진 면으로 나뉘어 서로 다른 방향을 향합니다. 처음에는 큰 덩어리인 울고 있는 얼굴부터 떠올린 뒤, 각진 손수건과 강한 색면 분할을 하나씩 더하면 화면의 방향과 무게가 자연스럽게 정리됩니다. 눈물과 손수건은 부드러운 감정이 아니라 날카로운 유리 조각처럼 쪼개져 느껴집니다. 얼굴의 면들이 서로 어긋나면서 안쪽의 통증이 밖으로 밀려나오고, 손끝에는 찢어진 종이를 움켜쥔 듯한 거친 압력이 남습니다. 이때 울고 있는 얼굴은 체온과 자세의 무게, 가까운 숨결을 만들고, 각진 손수건은 체온과 자세의 무게, 가까운 숨결을 보태어 장면의 분위기를 완성합니다.",410,73.9,PICA_003_sensedocent.mp3
S21_caption,EW_21,A,PICA_003,파블로 피카소,우는 여인,caption,일반 캡션형,설명 2,2,"지금부터 파블로 피카소의 1937년 작품, '우는 여인'에 대한 설명을 듣겠습니다. 화면에는 울고 있는 얼굴, 각진 손수건, 강한 색면 분할이 주요하게 배치되어 있습니다. 화면 중앙에는 여인의 얼굴이 크게 놓이고, 손수건과 손이 아래쪽에서 얼굴을 가립니다. 얼굴은 여러 각진 면으로 나뉘어 서로 다른 방향을 향합니다. 처음에는 큰 덩어리인 울고 있는 얼굴부터 떠올린 뒤, 각진 손수건과 강한 색면 분할을 하나씩 더하면 화면의 방향과 무게가 자연스럽게 정리됩니다. 인물의 얼굴은 화면 중앙에 크게 놓이고, 눈과 입, 손수건 형태가 날카로운 삼각형과 곡선으로 분리되어 있습니다. 손수건과 얼굴의 선은 서로 교차하며, 인물의 표정과 몸짓을 화면 중앙으로 모읍니다.",368,66.3,PICA_003_caption.mp3
S21_docent,EW_21,A,PICA_003,파블로 피카소,우는 여인,docent,일반 도슨트형,설명 3,3,"지금부터 파블로 피카소의 1937년 작품, '우는 여인'에 대한 설명을 듣겠습니다. 우는 여인은 피카소가 전쟁과 고통의 이미지를 초상 형식으로 압축한 작품입니다. 얼굴은 여러 방향에서 본 형태가 한꺼번에 겹친 듯 분절되어 있고, 눈물과 손수건은 감정을 직접 드러내는 장치가 됩니다. 이 작품은 인물을 닮게 그리는 초상화보다, 감정의 충격을 형태의 왜곡으로 표현하는 방식에 가깝습니다. 같은 해 제작된 '게르니카'의 연장선상에 놓인 연작 중 하나로, 사진가이자 피카소의 연인이었던 도라 마르가 모델이 되었습니다. 현재 런던 테이트 모던에 소장되어 있습니다. 왜곡된 얼굴과 날카로운 색면은 개인의 슬픔을 입체주의 이후의 분절된 조형 언어로 표현합니다.",362,65.2,PICA_003_docent.mp3
S22_caption,EW_22,B,MATI_001,앙리 마티스,춤,caption,일반 캡션형,설명 1,1,"지금부터 앙리 마티스의 1910년 작품, '춤'에 대한 설명을 듣겠습니다. 화면에는 손잡고 원을 이루는 인물들, 단순한 색면, 원형 움직임이 주요하게 배치되어 있습니다. 화면에는 손을 잡은 인물들이 원형에 가깝게 이어져 있습니다. 배경은 넓은 색면으로 단순하게 나뉘고, 인물들의 팔다리가 큰 리듬을 만듭니다. 처음에는 큰 덩어리인 손잡고 원을 이루는 인물들부터 떠올린 뒤, 단순한 색면과 원형 움직임을 하나씩 더하면 화면의 방향과 무게가 자연스럽게 정리됩니다. 여러 인물이 손을 잡고 원형으로 이어지며, 화면 전체를 가로지르는 리듬을 만듭니다. 바닥과 배경은 단순한 색면으로 나뉩니다. 이어진 팔과 다리는 원형의 흐름을 만들고, 인물들의 몸은 같은 방향으로 회전하듯 배치됩니다.",379,68.3,MATI_001_caption.mp3
S22_sensedocent,EW_22,B,MATI_001,앙리 마티스,춤,sensedocent,SenseDocent 감각 전환형,설명 2,2,"지금부터 앙리 마티스의 1910년 작품, '춤'에 대한 설명을 듣겠습니다. 화면에는 손을 잡은 인물들이 원형에 가깝게 이어져 있습니다. 배경은 넓은 색면으로 단순하게 나뉘고, 인물들의 팔다리가 큰 리듬을 만듭니다. 처음에는 큰 덩어리인 손잡고 원을 이루는 인물들부터 떠올린 뒤, 단순한 색면과 원형 움직임을 하나씩 더하면 화면의 방향과 무게가 자연스럽게 정리됩니다. 이어진 손과 발의 방향은 북소리에 맞춰 몸이 돌고 있는 듯한 경쾌한 회전감을 줍니다. 넓은 색면은 부드러운 바닥과 열린 공기처럼 느껴지고, 인물들의 곡선은 탄력 있는 줄처럼 당겨졌다 풀립니다. 이때 손잡고 원을 이루는 인물들은 피부를 감싸는 촉촉한 공기를 만들고, 단순한 색면은 넓은 천이나 벽면이 펼쳐진 듯한 매끄러운 면감을 보태어 장면의 분위기를 완성합니다.",407,73.3,MATI_001_sensedocent.mp3
S22_docent,EW_22,B,MATI_001,앙리 마티스,춤,docent,일반 도슨트형,설명 3,3,"지금부터 앙리 마티스의 1910년 작품, '춤'에 대한 설명을 듣겠습니다. 이 작품은 러시아 컬렉터 슈추킨의 의뢰로 제작된 '춤 II'(에르미타주 소장)로, 단순화된 인물과 강렬한 색면으로 움직임의 리듬을 표현한 대표작입니다. 인물들은 세부 묘사보다 둥근 연결과 반복되는 자세로 구성되며, 화면 전체가 하나의 춤 동작처럼 순환합니다. 야수파 이후 마티스가 색과 형태를 장식적이고 음악적인 구성으로 발전시킨 모습을 보여줍니다. 이 작품은 슈추킨의 의뢰로 제작된 두 번째 버전이며, 1909년에 그려진 첫 번째 버전('춤 I', 뉴욕 현대미술관)과 단순화 정도에서 분명한 차이를 보입니다. 둥글게 이어진 인물들의 움직임은 마티스가 색면과 단순한 선으로 리듬과 생명감을 표현한 대표적 예입니다.",385,69.4,MATI_001_docent.mp3
S23_docent,EW_23,C,MATI_002,앙리 마티스,붉은 작업실,docent,일반 도슨트형,설명 1,1,"지금부터 앙리 마티스의 1911년 작품, '붉은 작업실'에 대한 설명을 듣겠습니다. 붉은 작업실은 마티스가 자신의 작업 공간을 강렬한 색면으로 재구성한 작품입니다. 원근과 입체감은 약화되고, 가구와 그림, 사물들이 같은 붉은 공간 안에 평면적으로 놓입니다. 이 작품에서 색은 배경을 칠하는 역할을 넘어 공간 전체를 지배하는 구조가 됩니다. 마티스는 자신의 작업실 안의 가구와 그림을 모두 같은 적색 톤으로 통합했으며, 이 작품은 현재 뉴욕 현대미술관(MoMA)에 소장되어 있습니다. 평면화된 방과 강한 색면은 실제 공간보다 색채 자체가 화면을 조직하는 마티스의 관심을 보여줍니다. 강렬한 단일 색면과 선으로 사물을 표시한 방식은 마티스의 장식성과 평면성을 잘 보여주는 핵심 요소입니다.",383,69.0,MATI_002_docent.mp3
S23_caption,EW_23,C,MATI_002,앙리 마티스,붉은 작업실,caption,일반 캡션형,설명 2,2,"지금부터 앙리 마티스의 1911년 작품, '붉은 작업실'에 대한 설명을 듣겠습니다. 화면에는 붉은 실내, 가구와 그림 윤곽선, 평면적 공간이 주요하게 배치되어 있습니다. 화면 전체가 하나의 넓은 실내 색면으로 채워지고, 가구와 그림들은 가는 윤곽선으로 배치되어 있습니다. 깊이감보다 평평한 작업실의 배열이 강조됩니다. 화면 전체를 한꺼번에 상상하기보다 붉은 실내를 기준점으로 삼고, 가구와 그림 윤곽선이 붙는 위치를 차례로 더해보면 구도가 또렷해집니다. 방 안의 가구와 그림, 책상은 붉은 바탕 위에 얇은 선으로 표시되어 있습니다. 벽과 바닥의 경계가 거의 사라져 보입니다. 사물의 윤곽선은 붉은 바탕 위에 얇게 남아, 방의 구조보다 배치된 물건의 위치를 강조합니다.",373,67.2,MATI_002_caption.mp3
S23_sensedocent,EW_23,C,MATI_002,앙리 마티스,붉은 작업실,sensedocent,SenseDocent 감각 전환형,설명 3,3,"지금부터 앙리 마티스의 1911년 작품, '붉은 작업실'에 대한 설명을 듣겠습니다. 화면 전체가 하나의 넓은 실내 색면으로 채워지고, 가구와 그림들은 가는 윤곽선으로 배치되어 있습니다. 깊이감보다 평평한 작업실의 배열이 강조됩니다. 화면 전체를 한꺼번에 상상하기보다 붉은 실내를 기준점으로 삼고, 가구와 그림 윤곽선이 붙는 위치를 차례로 더해보면 구도가 또렷해집니다. 넓은 색면은 두꺼운 천으로 방 전체를 감싼 듯 따뜻하고 밀도 있습니다. 가구와 그림의 가는 선은 그 천 위에 새겨진 얕은 홈처럼 느껴지며, 방은 실제 공간보다 부드러운 장식판처럼 조용히 펼쳐집니다. 붉은 실내는 피부에 먼저 닿는 온도 차이로, 가구와 그림 윤곽선은 단단한 구조감과 물체가 놓인 무게감으로 바뀌어 다가옵니다.",386,69.5,MATI_002_sensedocent.mp3
S24_sensedocent,EW_24,D,MATI_007,앙리 마티스,달팽이,sensedocent,SenseDocent 감각 전환형,설명 1,1,"지금부터 앙리 마티스의 1953년 작품, '달팽이'에 대한 설명을 듣겠습니다. 화면에는 여러 색종이 조각이 사각형과 불규칙한 형태로 놓여 있습니다. 조각들은 중앙을 중심으로 느슨한 나선형 흐름을 만듭니다. 종이 조각들은 손으로 찢고 붙인 표면처럼 가볍고 경쾌합니다. 나선형 배열은 천천히 말리는 달팽이 껍질처럼 안쪽으로 감기며, 딱딱한 선보다 놀이하듯 움직이는 리듬을 전달합니다. 색종이 조각은 몸 안에서 느껴지는 반복적인 박동을 떠올리게 하고, 나선형 배열은 천천히 도는 움직임과 반복되는 리듬을 남깁니다. 색 조각들은 종이처럼 가볍게 겹치고, 둥근 흐름은 천천히 말려 들어가는 움직임을 만듭니다. 색 조각들은 종이처럼 가볍게 겹치고, 둥근 흐름은 천천히 말려 들어가는 움직임을 만듭니다.",386,69.5,MATI_007_sensedocent.mp3
S24_docent,EW_24,D,MATI_007,앙리 마티스,달팽이,docent,일반 도슨트형,설명 2,2,"지금부터 앙리 마티스의 1953년 작품, '달팽이'에 대한 설명을 듣겠습니다. 달팽이는 마티스가 말년에 제작한 컷아웃 작업으로, 색종이 형태를 잘라 붙이는 방식으로 만들어졌습니다. 제목은 달팽이를 가리키지만, 화면은 사실적 묘사보다 색면의 배열과 회전하는 리듬에 가깝습니다. 마티스는 단순한 색 조각만으로도 움직임과 균형, 장식적 질서를 만들 수 있음을 보여줍니다. 마티스가 침대에 누워 작업한 말년 컷아웃 작품 가운데 가장 큰 규모에 속하며, 현재 런던 테이트에 소장되어 있습니다. 오려 붙인 색종이의 형태는 마티스 말년의 컷아웃 작업에서 색과 형태가 직접적으로 결합되는 방식을 보여줍니다.",331,59.6,MATI_007_docent.mp3
S24_caption,EW_24,D,MATI_007,앙리 마티스,달팽이,caption,일반 캡션형,설명 3,3,"지금부터 앙리 마티스의 1953년 작품, '달팽이'에 대한 설명을 듣겠습니다. 화면에는 색종이 조각, 나선형 배열, 추상적 구성이 주요하게 배치되어 있습니다. 화면에는 여러 색종이 조각이 사각형과 불규칙한 형태로 놓여 있습니다. 조각들은 중앙을 중심으로 느슨한 나선형 흐름을 만듭니다. 색종이 조각들은 빨강, 노랑, 파랑, 초록 같은 강한 색들로 나뉘어 서로 인접합니다. 배경은 흰 종이 면이 그대로 남아 색면 사이의 경계를 또렷하게 만듭니다. 중심부의 사각 형태가 더 크고, 가장자리로 갈수록 조각의 크기가 줄어듭니다. 색종이 조각들은 화면 안에서 둥글게 회전하듯 이어지고, 작은 사각형과 곡선 조각이 가장자리에서 중심으로 움직입니다.",356,64.1,MATI_007_caption.mp3
S25_caption,EW_25,E,MUNC_001,에드바르 뭉크,절규,caption,일반 캡션형,설명 1,1,"지금부터 에드바르 뭉크의 1893년 작품, '절규'에 대한 설명을 듣겠습니다. 화면에는 다리 위 인물, 휘어진 하늘과 물, 열린 입이 주요하게 배치되어 있습니다. 화면 앞쪽에는 난간 옆 인물이 양손으로 얼굴을 감싸고 서 있습니다. 뒤쪽에는 다리의 사선이 길게 이어지고, 하늘과 물은 휘어진 곡선으로 출렁입니다. 인물의 머리는 좁고 길게 늘어졌고, 입은 어둡고 둥근 구멍처럼 열려 있습니다. 뒤쪽 다리에는 두 사람이 작게 서서 멀리 사라지고, 하늘은 붉은 띠와 노란 띠가 가로로 겹쳐 출렁이는 곡선을 만듭니다. 중앙 인물은 다리 위에 서 있고, 뒤쪽의 길과 난간은 화면 안쪽으로 길게 이어집니다. 하늘의 물결선은 위쪽을 가득 채웁니다.",354,63.8,MUNC_001_caption.mp3
S25_docent,EW_25,E,MUNC_001,에드바르 뭉크,절규,docent,일반 도슨트형,설명 2,2,"지금부터 에드바르 뭉크의 1893년 작품, '절규'에 대한 설명을 듣겠습니다. 이 작품은 현대인의 불안과 내면적 공포를 상징하는 표현주의 대표작으로 알려져 있습니다. 인물의 실제 모습보다 휘어진 선과 강렬한 배경이 감정을 전달하는 핵심 장치가 됩니다. 뭉크는 자연 풍경과 인간의 심리 상태를 분리하지 않고, 하늘과 길, 인물의 얼굴이 함께 흔들리는 장면으로 구성했습니다. 뭉크는 같은 모티프로 회화, 파스텔, 판화를 포함한 여러 버전을 제작했으며, 이 작품은 자신의 평생 작업인 '생의 프리즈' 연작의 일부에 해당합니다. 휘어진 선과 불안한 배경은 뭉크가 인간의 내면적 공포와 현대적 불안을 회화로 표현한 방식을 잘 드러냅니다.",351,63.2,MUNC_001_docent.mp3
